"{{0.2204200286141559, 1.038124129252565}, {0.17687152794358751, 1.0922082607390091}, {0.19109809780500547, 1.023789302086383}}","{-0.7692250036223427, -0.5148370827177458, -0.37846488880857615}"
"{{0.19109809780500547, 1.023789302086383}, {0.23533548052884068, 0.9688489524914223}, {0.2204200286141559, 1.038124129252565}}","{-0.7692283756936905, -0.5148355301802645, -0.37846014703222364}"
"{{0.17687152794358751, 1.0922082607390091}, {0.08801488821027162, 1.1284093889693319}, {0.10083460338195802, 1.0605632665150115}}","{-0.5148382089631751, -0.7692266863607735, -0.37845993656134086}"
"{{0.10083460338195802, 1.0605632665150115}, {0.19109809780500547, 1.023789302086383}, {0.17687152794358751, 1.0922082607390091}}","{-0.514834501772755, -0.7692268391248415, -0.378464669096607}"
"{{0.08801488821027162, 1.1284093889693319}, {-0.03865625161032207, 1.1416165999875354}, {-0.02784086728680082, 1.0739798944420669}}","{-0.1794002559654427, -0.908595005556854, -0.37718783654390803}"
"{{-0.02784086728680082, 1.0739798944420669}, {0.10083460338195802, 1.0605632665150115}, {0.08801488821027162, 1.1284093889693319}}","{-0.17940626928591472, -0.9085973581913366, -0.3771793091205214}"
"{{0.22593451804470063, 0.9009339197579525}, {0.23533548052884068, 0.9688489524914223}, {0.24044149732300005, 0.9097104326835674}}","{-0.9397546907348319, -0.18555841219292912, -0.28710485350533493}"
"{{0.24044149732300005, 0.9097104326835674}, {0.23111225289839657, 0.8423130016347679}, {0.22593451804470063, 0.9009339197579525}}","{-0.9397543308735282, -0.18555883186343278, -0.28710576016848793}"
"{{0.23533548052884068, 0.9688489524914223}, {0.19109809780500547, 1.023789302086383}, {0.19654122682704098, 0.9642317336963656}}","{-0.7957956074238289, -0.5326166667911872, -0.28814724961586}"
"{{0.19654122682704098, 0.9642317336963656}, {0.24044149732300005, 0.9097104326835674}, {0.23533548052884068, 0.9688489524914223}}","{-0.7957937703099478, -0.5326176357374148, -0.28815053225244025}"
"{{0.19109809780500547, 1.023789302086383}, {0.10083460338195802, 1.0605632665150115}, {0.1069662828810756, 1.0007253612949554}}","{-0.5326161013667134, -0.7957947626092735, -0.28815062791632584}"
"{{0.1069662828810756, 1.0007253612949554}, {0.19654122682704098, 0.9642317336963656}, {0.19109809780500547, 1.023789302086383}}","{-0.5326181684360395, -0.7957945662247242, -0.2881473494916125}"
"{{0.10083460338195802, 1.0605632665150115}, {-0.02784086728680082, 1.0739798944420669}, {-0.020728493044339547, 1.0140397721011296}}","{-0.18555835803351384, -0.9397544164461904, -0.2871057863119207}"
"{{-0.020728493044339547, 1.0140397721011296}, {0.1069662828810756, 1.0007253612949554}, {0.10083460338195802, 1.0605632665150115}}","{-0.18555888288792383, -0.939754589284761, -0.2871048813580433}"
"{{0.23111225289839657, 0.8423130016347679}, {0.24044149732300005, 0.9097104326835674}, {0.2338571336291519, 0.8585804927104699}}","{-0.9739857114850727, -0.19231797602555273, -0.11985670577965639}"
"{{0.2338571336291519, 0.8585804927104699}, {0.22487322771787405, 0.7936801363525431}, {0.23111225289839657, 0.8423130016347679}}","{-0.973986757595346, -0.19231585659525915, -0.11985160545831693}"
"{{0.24044149732300005, 0.9097104326835674}, {0.19654122682704098, 0.9642317336963656}, {0.1915831714576789, 0.911081984149083}}","{-0.8250046572719236, -0.5521682204893171, -0.12032278155568336}"
"{{0.1915831714576789, 0.911081984149083}, {0.2338571336291519, 0.8585804927104699}, {0.24044149732300005, 0.9097104326835674}}","{-0.8250044964729574, -0.5521683637811137, -0.12032322651379504}"
"{{0.19654122682704098, 0.9642317336963656}, {0.1069662828810756, 1.0007253612949554}, {0.10532665151197483, 0.9462236757777803}}","{-0.5521681901739474, -0.8250046119771733, -0.12032323124160474}"
"{{0.10532665151197483, 0.9462236757777803}, {0.1915831714576789, 0.911081984149083}, {0.19654122682704098, 0.9642317336963656}}","{-0.5521683934451139, -0.825004540794464, -0.12032278649016243}"
"{{0.1069662828810756, 1.0007253612949554}, {-0.020728493044339547, 1.0140397721011296}, {-0.01763711589944114, 0.9590446327059591}}","{-0.19231809655572416, -0.9739863219046875, -0.11985155184544687}"
"{{-0.01763711589944114, 0.9590446327059591}, {0.10532665151197483, 0.9462236757777803}, {0.1069662828810756, 1.0007253612949554}}","{-0.19231573865573498, -0.9739861602887222, -0.11985664867386582}"
"{{-0.05277216584884473, 1.2203915166984327}, {-0.189045846991796, 1.2076170107558468}, {-0.17940795190792969, 1.1284227601113377}}","{0.17619513704023337, -0.8923307927838785, -0.41557313427731185}"
"{{-0.17940795190792969, 1.1284227601113377}, {-0.03865625161032207, 1.1416165999875354}, {-0.05277216584884473, 1.2203915166984327}}","{0.17618987592227536, -0.8923356348136866, -0.41556496780184415}"
"{{-0.189045846991796, 1.2076170107558468}, {-0.31245519863003474, 1.1725784502222147}, {-0.3068733598323188, 1.092232447983398}}","{0.505559186640513, -0.7553664698105432, -0.41693093563483696}"
"{{-0.3068733598323188, 1.092232447983398}, {-0.17940795190792969, 1.1284227601113377}, {-0.189045846991796, 1.2076170107558468}}","{0.5055602256031553, -0.7553643267458733, -0.41693355845726865}"
"{{-0.31245519863003474, 1.1725784502222147}, {-0.4104690595325736, 1.1202218514586666}, {-0.40810773987827526, 1.0381555556409896}}","{0.7553652898749758, -0.5055604950283219, -0.4169314868402385}"
"{{-0.40810773987827526, 1.0381555556409896}, {-0.3068733598323188, 1.092232447983398}, {-0.31245519863003474, 1.1725784502222147}}","{0.7553652677433903, -0.5055608554064174, -0.4169310899509508}"
"{{-0.4104690595325736, 1.1202218514586666}, {-0.4705518121521985, 1.0554949897226207}, {-0.4701654932056893, 0.9713011656801716}}","{0.8923340793086928, -0.17619092048121934, -0.4155678650284313}"
"{{-0.4701654932056893, 0.9713011656801716}, {-0.40810773987827526, 1.0381555556409896}, {-0.4104690595325736, 1.1202218514586666}}","{0.8923344000978303, -0.1761917927068587, -0.4155668064039628}"
"{{-0.03865625161032207, 1.1416165999875354}, {-0.17940795190792969, 1.1284227601113377}, {-0.17082016361729874, 1.0605768492533614}}","{0.17940096025313615, -0.9085985725098514, -0.37717890913108154}"
"{{-0.17082016361729874, 1.0605768492533614}, {-0.02784086728680082, 1.0739798944420669}, {-0.03865625161032207, 1.1416165999875354}}","{0.17940562615603844, -0.908594101080485, -0.37718746106585366}"
"{{-0.17940795190792969, 1.1284227601113377}, {-0.3068733598323188, 1.092232447983398}, {-0.30030336018579007, 1.0238138721592827}}","{0.5148370827177455, -0.7692250036223424, -0.37846488880857687}"
"{{-0.30030336018579007, 1.0238138721592827}, {-0.17082016361729874, 1.0605768492533614}, {-0.17940795190792969, 1.1284227601113377}}","{0.5148355301802642, -0.7692283756936905, -0.3784601470322242}"
"{{-0.3068733598323188, 1.092232447983398}, {-0.40810773987827526, 1.0381555556409896}, {-0.4031397103538368, 0.9688808762509664}}","{0.7692271507170675, -0.5148385197536965, -0.3784585699617923}"
"{{-0.4031397103538368, 0.9688808762509664}, {-0.30030336018579007, 1.0238138721592827}, {-0.3068733598323188, 1.092232447983398}}","{0.7692273456397916, -0.5148337895468528, -0.37846460846529273}"
"{{-0.40810773987827526, 1.0381555556409896}, {-0.4701654932056893, 0.9713011656801716}, {-0.46617979383920055, 0.9009685254735466}}","{0.9085975525251484, -0.17940295881333165, -0.3771804156028416}"
"{{-0.46617979383920055, 0.9009685254735466}, {-0.4031397103538368, 0.9688808762509664}, {-0.40810773987827526, 1.0381555556409896}}","{0.9085983335877275, -0.17940495523526853, -0.37717758448592403}"
"{{-0.02784086728680082, 1.0739798944420669}, {-0.17082016361729874, 1.0605768492533614}, {-0.1626181182456439, 1.0007388405150115}}","{0.18555841219292932, -0.9397546907348314, -0.2871048535053353}"
"{{-0.1626181182456439, 1.0007388405150115}, {-0.020728493044339547, 1.0140397721011296}, {-0.02784086728680082, 1.0739798944420669}}","{0.18555883186343278, -0.9397543308735282, -0.28710576016848777}"
"{{-0.17082016361729874, 1.0605768492533614}, {-0.30030336018579007, 1.0238138721592827}, {-0.2911137830805374, 0.9642561164468609}}","{0.5326166667911871, -0.7957956074238292, -0.2881472496158593}"
"{{-0.2911137830805374, 0.9642561164468609}, {-0.1626181182456439, 1.0007388405150115}, {-0.17082016361729874, 1.0605768492533614}}","{0.5326176357374153, -0.7957937703099476, -0.2881505322524404}"
"{{-0.30030336018579007, 1.0238138721592827}, {-0.4031397103538368, 0.9688808762509664}, {-0.3931664264935831, 0.9097421130797583}}","{0.7957942691670858, -0.5326146835747195, -0.28815461127912745}"
"{{-0.3931664264935831, 0.9097421130797583}, {-0.2911137830805374, 0.9642561164468609}, {-0.30030336018579007, 1.0238138721592827}}","{0.795793838365163, -0.5326192181709838, -0.28814741930992677}"
"{{-0.4031397103538368, 0.9688808762509664}, {-0.46617979383920055, 0.9009685254735466}, {-0.4557260047435647, 0.8423473435476501}}","{0.9397538675880689, -0.1855566913501603, -0.2871086600025283}"
"{{-0.4557260047435647, 0.8423473435476501}, {-0.3931664264935831, 0.9097421130797583}, {-0.4031397103538368, 0.9688808762509664}}","{0.9397537274733142, -0.18555626587723736, -0.28710939360060656}"
"{{-0.020728493044339547, 1.0140397721011296}, {-0.1626181182456439, 1.0007388405150115}, {-0.15426964813292393, 0.9462366555927625}}","{0.1923179760255528, -0.9739857114850728, -0.11985670577965518}"
"{{-0.15426964813292393, 0.9462366555927625}, {-0.01763711589944114, 0.9590446327059591}, {-0.020728493044339547, 1.0140397721011296}}","{0.1923158565952595, -0.9739867575953463, -0.11985160545831636}"
"{{-0.1626181182456439, 1.0007388405150115}, {-0.2911137830805374, 0.9642561164468609}, {-0.2780050393649405, 0.9111054635596242}}","{0.5521682204893174, -0.8250046572719233, -0.12032278155568396}"
"{{-0.2780050393649405, 0.9111054635596242}, {-0.15426964813292393, 0.9462366555927625}, {-0.1626181182456439, 1.0007388405150115}}","{0.5521683637811133, -0.8250044964729577, -0.12032322651379396}"
"{{-0.2911137830805374, 0.9642561164468609}, {-0.3931664264935831, 0.9097421130797583}, {-0.3762768445171387, 0.8586109994093771}}","{0.8250041599637552, -0.5521694809429682, -0.12032040707075216}"
"{{-0.3762768445171387, 0.8586109994093771}, {-0.2780050393649405, 0.9111054635596242}, {-0.2911137830805374, 0.9642561164468609}}","{0.825004540794464, -0.5521683934451137, -0.12032278649016312}"
"{{-0.3931664264935831, 0.9097421130797583}, {-0.4557260047435647, 0.8423473435476501}, {-0.4365186185111673, 0.7937132059448545}}","{0.9739865364392133, -0.19231560294236372, -0.11985380970190292}"
"{{-0.4365186185111673, 0.7937132059448545}, {-0.3762768445171387, 0.8586109994093771}, {-0.3931664264935831, 0.9097421130797583}}","{0.9739865510295656, -0.19231581580838553, -0.11985334957141039}"
"{{-0.4705518121521985, 1.0554949897226207}, {-0.4795124086418528, 0.9907655718787681}, {-0.47942049724312896, 0.9044441355818891}}","{0.8923345821038775, 0.17619101975787868, -0.41556674330145477}"
"{{-0.47942049724312896, 0.9044441355818891}, {-0.4701654932056893, 0.9713011656801716}, {-0.4705518121521985, 1.0554949897226207}}","{0.8923339521344786, 0.17619170425631148, -0.4155678058022761}"
"{{-0.4795124086418528, 0.9907655718787681}, {-0.4373493244723005, 0.9384019642679665}, {-0.4358719965725605, 0.8503600040954449}}","{0.7553654500927552, 0.5055606022609166, -0.41693106654187906}"
"{{-0.4358719965725605, 0.8503600040954449}, {-0.47942049724312896, 0.9044441355818891}, {-0.4795124086418528, 0.9907655718787681}}","{0.75536512499635, 0.5055607598667904, -0.4169314644185083}"
"{{-0.4373493244723005, 0.9384019642679665}, {-0.3513200224340342, 0.9033529318016503}, {-0.34701535683924456, 0.8141588758651223}}","{0.5055584797516518, 0.7553654136332297, -0.4169337062866206}"
"{{-0.34701535683924456, 0.8141588758651223}, {-0.4358719965725605, 0.8503600040954449}, {-0.4373493244723005, 0.9384019642679665}}","{0.5055608554064173, 0.7553652677433905, -0.4169310899509508}"
"{{-0.3513200224340342, 0.9033529318016503}, {-0.22867938534499374, 0.8905654801431533}, {-0.22034421701865106, 0.8009516648469185}}","{0.17619590011334643, 0.8923346573266085, -0.4155645125814424}"
"{{-0.22034421701865106, 0.8009516648469185}, {-0.34701535683924456, 0.8141588758651223}, {-0.3513200224340342, 0.9033529318016503}}","{0.1761891960827003, 0.8923321916812387, -0.41557264933232696}"
"{{-0.4701654932056893, 0.9713011656801716}, {-0.47942049724312896, 0.9044441355818891}, {-0.47558098155363865, 0.833053492751338}}","{0.908598736741889, 0.179403192637412, -0.3771774516889199}"
"{{-0.47558098155363865, 0.833053492751338}, {-0.46617979383920055, 0.9009685254735466}, {-0.4701654932056893, 0.9713011656801716}}","{0.9085972522359059, 0.17940474171971607, -0.37718029094564776}"
"{{-0.47942049724312896, 0.9044441355818891}, {-0.4358719965725605, 0.8503600040954449}, {-0.4313437489833355, 0.7781131431638849}}","{0.7692250036223424, 0.5148370827177455, -0.3784648888085769}"
"{{-0.4313437489833355, 0.7781131431638849}, {-0.47558098155363865, 0.833053492751338}, {-0.47942049724312896, 0.9044441355818891}}","{0.7692293062315094, 0.5148351017452161, -0.3784588385090033}"
"{{-0.4358719965725605, 0.8503600040954449}, {-0.34701535683924456, 0.8141588758651223}, {-0.34108025456028795, 0.7413391787352567}}","{0.5148382089631752, 0.7692266863607734, -0.3784599365613408}"
"{{-0.34108025456028795, 0.7413391787352567}, {-0.4313437489833355, 0.7781131431638849}, {-0.4358719965725605, 0.8503600040954449}}","{0.5148345017727547, 0.7692268391248412, -0.3784646690966074}"
"{{-0.34701535683924456, 0.8141588758651223}, {-0.22034421701865106, 0.8009516648469185}, {-0.21240478389152911, 0.7279225508082012}}","{0.1794002559654427, 0.908595005556854, -0.37718783654390803}"
"{{-0.21240478389152911, 0.7279225508082012}, {-0.34108025456028795, 0.7413391787352567}, {-0.34701535683924456, 0.8141588758651223}}","{0.17940626928591472, 0.9085973581913366, -0.3771793091205214}"
"{{-0.46617979383920055, 0.9009685254735466}, {-0.47558098155363865, 0.833053492751338}, {-0.46505560012737485, 0.7749499125163986}}","{0.9397536452336657, 0.18555664744574152, -0.2871094161791535}"
"{{-0.46505560012737485, 0.7749499125163986}, {-0.4557260047435647, 0.8423473435476501}, {-0.46617979383920055, 0.9009685254735466}}","{0.9397539369566364, 0.18555630724014113, -0.2871086811956485}"
"{{-0.47558098155363865, 0.833053492751338}, {-0.4313437489833355, 0.7781131431638849}, {-0.4211551190558917, 0.7204286114930717}}","{0.7957961224746519, 0.5326159239692049, -0.2881472002097867}"
"{{-0.4211551190558917, 0.7204286114930717}, {-0.46505560012737485, 0.7749499125163986}, {-0.47558098155363865, 0.833053492751338}}","{0.7957920923365441, 0.5326180495663112, -0.2881544014080013}"
"{{-0.4313437489833355, 0.7781131431638849}, {-0.34108025456028795, 0.7413391787352567}, {-0.3315801751099264, 0.6839349838944819}}","{0.5326161013667133, 0.7957947626092736, -0.2881506279163256}"
"{{-0.3315801751099264, 0.6839349838944819}, {-0.4211551190558917, 0.7204286114930717}, {-0.4313437489833355, 0.7781131431638849}}","{0.5326181684360396, 0.7957945662247244, -0.28814734949161197}"
"{{-0.34108025456028795, 0.7413391787352567}, {-0.21240478389152911, 0.7279225508082012}, {-0.20388539918451123, 0.6706205730883077}}","{0.18555835803351384, 0.9397544164461904, -0.2871057863119207}"
"{{-0.20388539918451123, 0.6706205730883077}, {-0.3315801751099264, 0.6839349838944819}, {-0.34108025456028795, 0.7413391787352567}}","{0.18555888288792385, 0.9397545892847609, -0.2871048813580433}"
"{{-0.4557260047435647, 0.8423473435476501}, {-0.46505560012737485, 0.7749499125163986}, {-0.4455025244224451, 0.7288128495869277}}","{0.9739865915463479, 0.1923156138233784, -0.1198533444158519}"
"{{-0.4455025244224451, 0.7288128495869277}, {-0.4365186185111673, 0.7937132059448545}, {-0.4557260047435647, 0.8423473435476501}}","{0.973986497106291, 0.19231580516111477, -0.11985380486179431}"
"{{-0.46505560012737485, 0.7749499125163986}, {-0.4211551190558917, 0.7204286114930717}, {-0.4032285622509722, 0.6763113581483146}}","{0.825003917640006, 0.5521693187573875, -0.12032281288951305}"
"{{-0.4032285622509722, 0.6763113581483146}, {-0.4455025244224451, 0.7288128495869277}, {-0.46505560012737485, 0.7749499125163986}}","{0.825004777911852, 0.5521685521457277, -0.1203204323625305}"
"{{-0.4211551190558917, 0.7204286114930717}, {-0.3315801751099264, 0.6839349838944819}, {-0.3169720423052681, 0.6411696665196173}}","{0.5521681901739474, 0.8250046119771733, -0.12032323124160474}"
"{{-0.3169720423052681, 0.6411696665196173}, {-0.4032285622509722, 0.6763113581483146}, {-0.4211551190558917, 0.7204286114930717}}","{0.5521683934451137, 0.8250045407944641, -0.12032278649016308}"
"{{-0.3315801751099264, 0.6839349838944819}, {-0.20388539918451123, 0.6706205730883077}, {-0.1940082748938522, 0.6283487095914384}}","{0.1923180965557242, 0.9739863219046875, -0.11985155184544694}"
"{{-0.1940082748938522, 0.6283487095914384}, {-0.3169720423052681, 0.6411696665196173}, {-0.3315801751099264, 0.6839349838944819}}","{0.192315738655735, 0.9739861602887221, -0.11985664867386579}"
"{{-0.22867938534499374, 0.8905654801431533}, {-0.09240658373814, 0.9033399861297157}, {-0.07959251672104327, 0.8141455047231164}}","{-0.17619615003251873, 0.8923298604698869, -0.415574706674396}"
"{{-0.07959251672104327, 0.8141455047231164}, {-0.22034421701865106, 0.8009516648469185}, {-0.22867938534499374, 0.8905654801431533}}","{-0.17618987592227536, 0.8923356348136866, -0.41556496780184415}"
"{{-0.09240658373814, 0.9033399861297157}, {0.031003647436196158, 0.938378546619371}, {0.0478728912033458, 0.8503358168510561}}","{-0.5055563216960048, 0.7553685335135145, -0.4169306707005948}"
"{{0.0478728912033458, 0.8503358168510561}, {-0.07959251672104327, 0.8141455047231164}, {-0.09240658373814, 0.9033399861297157}}","{-0.5055591443413556, 0.7553627112180888, -0.41693779640864226}"
"{{0.031003647436196158, 0.938378546619371}, {0.12901662880263762, 0.9907351454268959}, {0.14910727124930218, 0.9044127091934644}}","{-0.7553656640741081, 0.5055544012251793, -0.4169381979859031}"
"{{0.14910727124930218, 0.9044127091934644}, {0.0478728912033458, 0.8503358168510561}, {0.031003647436196158, 0.938378546619371}}","{-0.7553652677433903, 0.505560855406417, -0.41693108995095124}"
"{{0.12901662880263762, 0.9907351454268959}, {0.1891002609583601, 1.0554620071189653}, {0.2111647008261305, 0.97126709917047}}","{-0.8923344691129043, 0.17619706003810315, -0.4155644249294212}"
"{{0.2111647008261305, 0.97126709917047}, {0.14910727124930218, 0.9044127091934644}, {0.12901662880263762, 0.9907351454268959}}","{-0.8923315287474222, 0.1761890651877516, -0.4155741282990974}"
"{{-0.22034421701865106, 0.8009516648469185}, {-0.07959251672104327, 0.8141455047231164}, {-0.06942548756103122, 0.7413255959969066}}","{-0.17940096025313615, 0.9085985725098514, -0.37717890913108154}"
"{{-0.06942548756103122, 0.7413255959969066}, {-0.21240478389152911, 0.7279225508082012}, {-0.22034421701865106, 0.8009516648469185}}","{-0.17940562615603844, 0.908594101080485, -0.37718746106585366}"
"{{-0.07959251672104327, 0.8141455047231164}, {0.0478728912033458, 0.8503358168510561}, {0.06005770900746004, 0.7780885730909854}}","{-0.5148370827177456, 0.7692250036223428, -0.3784648888085765}"
"{{0.06005770900746004, 0.7780885730909854}, {-0.06942548756103122, 0.7413255959969066}, {-0.07959251672104327, 0.8141455047231164}}","{-0.5148355301802643, 0.7692283756936904, -0.37846014703222425}"
"{{0.0478728912033458, 0.8503358168510561}, {0.14910727124930218, 0.9044127091934644}, {0.16289420932903884, 0.8330215689917939}}","{-0.7692266863607735, 0.5148382089631753, -0.37845993656134036}"
"{{0.16289420932903884, 0.8330215689917939}, {0.06005770900746004, 0.7780885730909854}, {0.0478728912033458, 0.8503358168510561}}","{-0.7692268391248417, 0.514834501772755, -0.3784646690966068}"
"{{0.14910727124930218, 0.9044127091934644}, {0.2111647008261305, 0.97126709917047}, {0.22593451804470063, 0.9009339197579525}}","{-0.9085950055568542, 0.17940025596544243, -0.37718783654390753}"
"{{0.22593451804470063, 0.9009339197579525}, {0.16289420932903884, 0.8330215689917939}, {0.14910727124930218, 0.9044127091934644}}","{-0.9085973581913369, 0.17940626928591455, -0.37717930912052083}"
"{{-0.21240478389152911, 0.7279225508082012}, {-0.06942548756103122, 0.7413255959969066}, {-0.061995773983206895, 0.6839215046744256}}","{-0.1855584121929293, 0.9397546907348315, -0.2871048535053354}"
"{{-0.061995773983206895, 0.6839215046744256}, {-0.20388539918451123, 0.6706205730883077}, {-0.21240478389152911, 0.7279225508082012}}","{-0.18555883186343278, 0.9397543308735284, -0.287105760168488}"
"{{-0.06942548756103122, 0.7413255959969066}, {0.06005770900746004, 0.7780885730909854}, {0.0664998908516867, 0.7204042287425763}}","{-0.5326166667911872, 0.7957956074238289, -0.28814724961585986}"
"{{0.0664998908516867, 0.7204042287425763}, {-0.061995773983206895, 0.6839215046744256}, {-0.06942548756103122, 0.7413255959969066}}","{-0.5326176357374152, 0.7957937703099475, -0.2881505322524407}"
"{{0.06005770900746004, 0.7780885730909854}, {0.16289420932903884, 0.8330215689917939}, {0.16855232368920825, 0.7749182321202077}}","{-0.7957947626092735, 0.5326161013667134, -0.2881506279163254}"
"{{0.16855232368920825, 0.7749182321202077}, {0.0664998908516867, 0.7204042287425763}, {0.06005770900746004, 0.7780885730909854}}","{-0.7957945662247246, 0.5326181684360393, -0.2881473494916128}"
"{{0.16289420932903884, 0.8330215689917939}, {0.22593451804470063, 0.9009339197579525}, {0.23111225289839657, 0.8423130016347679}}","{-0.9397544164461906, 0.18555835803351364, -0.28710578631192074}"
"{{0.23111225289839657, 0.8423130016347679}, {0.16855232368920825, 0.7749182321202077}, {0.16289420932903884, 0.8330215689917939}}","{-0.9397545892847609, 0.18555888288792385, -0.2871048813580428}"
"{{-0.20388539918451123, 0.6706205730883077}, {-0.061995773983206895, 0.6839215046744256}, {-0.057375742660369336, 0.641156686704635}}","{-0.19231797602555278, 0.973985711485073, -0.1198567057796552}"
"{{-0.057375742660369336, 0.641156686704635}, {-0.1940082748938522, 0.6283487095914384}, {-0.20388539918451123, 0.6706205730883077}}","{-0.19231585659525946, 0.9739867575953461, -0.11985160545831636}"
"{{-0.061995773983206895, 0.6839215046744256}, {0.0664998908516867, 0.7204042287425763}, {0.06635964857164711, 0.6762878787377733}}","{-0.5521682204893175, 0.8250046572719235, -0.12032278155568352}"
"{{0.06635964857164711, 0.6762878787377733}, {-0.057375742660369336, 0.641156686704635}, {-0.061995773983206895, 0.6839215046744256}}","{-0.5521683637811134, 0.8250044964729575, -0.12032322651379394}"
"{{0.0664998908516867, 0.7204042287425763}, {0.16855232368920825, 0.7749182321202077}, {0.16463145372384555, 0.7287823428880205}}","{-0.8250046119771736, 0.552168190173947, -0.12032323124160588}"
"{{0.16463145372384555, 0.7287823428880205}, {0.06635964857164711, 0.6762878787377733}, {0.0664998908516867, 0.7204042287425763}}","{-0.8250045407944638, 0.5521683934451141, -0.12032278649016213}"
"{{0.16855232368920825, 0.7749182321202077}, {0.23111225289839657, 0.8423130016347679}, {0.22487322771787405, 0.7936801363525431}}","{-0.9739863219046873, 0.1923180965557242, -0.1198515518454474}"
"{{0.22487322771787405, 0.7936801363525431}, {0.16463145372384555, 0.7287823428880205}, {0.16855232368920825, 0.7749182321202077}}","{-0.9739861602887222, 0.19231573865573467, -0.11985664867386703}"
"{{0.22487322771787405, 0.7936801363525431}, {0.2338571336291519, 0.8585804927104699}, {0.21024484360074447, 0.8159063901570024}}","{-0.9500412965773897, -0.18758777193566264, 0.2494641509671604}"
"{{0.21024484360074447, 0.8159063901570024}, {0.20201708832751494, 0.7564654725702968}, {0.22487322771787405, 0.7936801363525431}}","{-0.9500427205534543, -0.18759142231180295, 0.24945598288761528}"
"{{0.2338571336291519, 0.8585804927104699}, {0.1915831714576789, 0.911081984149083}, {0.17152739692349586, 0.863991489466989}}","{-0.8045708583827268, -0.5384923067915892, 0.25038324498167874}"
"{{0.17152739692349586, 0.863991489466989}, {0.21024484360074447, 0.8159063901570024}, {0.2338571336291519, 0.8585804927104699}}","{-0.8045710145029354, -0.5384885906150493, 0.25039073544988705}"
"{{0.1915831714576789, 0.911081984149083}, {0.10532665151197483, 0.9462236757777803}, {0.09252676696424773, 0.8961771711845964}}","{-0.5384927087097208, -0.8045714588957001, 0.2503804509080379}"
"{{0.09252676696424773, 0.8961771711845964}, {0.17152739692349586, 0.863991489466989}, {0.1915831714576789, 0.911081984149083}}","{-0.5384933022879058, -0.8045701740520842, 0.2503833029913635}"
"{{0.10532665151197483, 0.9462236757777803}, {-0.01763711589944114, 0.9590446327059591}, {-0.020093304571218048, 0.9079195207098577}}","{-0.1875881716641156, -0.9500433210085855, 0.24945614055118384}"
"{{-0.020093304571218048, 0.9079195207098577}, {0.09252676696424773, 0.8961771711845964}, {0.10532665151197483, 0.9462236757777803}}","{-0.18758676781920464, -0.9500446616826965, 0.24945209028459717}"
"{{0.20201708832751494, 0.7564654725702968}, {0.21024484360074447, 0.8159063901570024}, {0.17632515946108698, 0.7834970770257219}}","{-0.7779185361739298, -0.15360450797262062, 0.609301572464325}"
"{{0.17632515946108698, 0.7834970770257219}, {0.16908308224749496, 0.7311811291094044}, {0.20201708832751494, 0.7564654725702968}}","{-0.7779129226291478, -0.15359928461418876, 0.6093100561886263}"
"{{0.21024484360074447, 0.8159063901570024}, {0.17152739692349586, 0.863991489466989}, {0.14224812459950667, 0.8258182059827991}}","{-0.6579917475145377, -0.44038505286489416, 0.6108255605456842}"
"{{0.14224812459950667, 0.8258182059827991}, {0.17632515946108698, 0.7834970770257219}, {0.21024484360074447, 0.8159063901570024}}","{-0.6579948305423624, -0.4403922177637603, 0.6108170736911704}"
"{{0.17152739692349586, 0.863991489466989}, {0.09252676696424773, 0.8961771711845964}, {0.07271734284666848, 0.8541458343412309}}","{-0.44038842121212207, -0.6579903356267195, 0.610824652976721}"
"{{0.07271734284666848, 0.8541458343412309}, {0.14224812459950667, 0.8258182059827991}, {0.17152739692349586, 0.863991489466989}}","{-0.4403884017758424, -0.6579891290330668, 0.6108259667496343}"
"{{0.09252676696424773, 0.8961771711845964}, {-0.020093304571218048, 0.9079195207098577}, {-0.026403364194804088, 0.8644806712141384}}","{-0.15359927476301274, -0.7779129238346761, 0.6093100571328708}"
"{{-0.026403364194804088, 0.8644806712141384}, {0.07271734284666848, 0.8541458343412309}, {0.09252676696424773, 0.8961771711845964}}","{-0.15359928136824066, -0.7779129061898462, 0.6093100779951265}"
"{{0.16908308224749496, 0.7311811291094044}, {0.17632515946108698, 0.7834970770257219}, {0.14611730734094355, 0.7610926230606992}}","{-0.6494734425723211, -0.12823884685944542, 0.7494925253459288}"
"{{0.14611730734094355, 0.7610926230606992}, {0.13973153642668187, 0.7149616747992183}, {0.16908308224749496, 0.7311811291094044}}","{-0.6494750699878736, -0.12824000658656395, 0.7494909166727272}"
"{{0.17632515946108698, 0.7834970770257219}, {0.14224812459950667, 0.8258182059827991}, {0.11606900852378792, 0.7984107231417269}}","{-0.5489373348687544, -0.36740065285454354, 0.7507892931237394}"
"{{0.11606900852378792, 0.7984107231417269}, {0.14611730734094355, 0.7610926230606992}, {0.17632515946108698, 0.7834970770257219}}","{-0.5489352065825347, -0.36739709612870886, 0.7507925896879794}"
"{{0.14224812459950667, 0.8258182059827991}, {0.07271734284666848, 0.8541458343412309}, {0.05475779096462585, 0.8233894314661232}}","{-0.3673986741699975, -0.5489343784945271, 0.7507924229272396}"
"{{0.05475779096462585, 0.8233894314661232}, {0.11606900852378792, 0.7984107231417269}, {0.14224812459950667, 0.8258182059827991}}","{-0.36739929029901686, -0.5489384849354234, 0.7507891190238313}"
