"{-0.22404648791008774, 1.7171385807721486}","{-0.29431937157192345, 1.8221345363610089}","{-0.2892603505162178, 1.7279540528989263}"
"{-0.31397963823663155, 1.5684275605590983}","{-0.26710358122087047, 1.498388482962156}","{-0.25979183050928245, 1.5221592669383475}"
"{-1.1459790895720565, 1.8646439423545325}","{-1.1550839905555785, 1.897421352814719}","{-1.0987197726157747, 1.8180822719364658}"
"{-0.6741006064292442, 1.3252223152314389}","{-0.6911963933078071, 1.4118053990967974}","{-0.7116912132694645, 1.4298991921069564}"
"{-0.8330860371005917, 2.415150712907984}","{-0.9378053639388443, 2.3450631199080356}","{-0.8893736154603854, 2.18437595860525}"
"{-0.30974178403755875, 1.5967904721050499}","{-0.25979183050928245, 1.5221592669383475}","{-0.24153350739243423, 1.5669700007007046}"
"{-0.9313839149169078, 1.5720660123739663}","{-0.9226955197748076, 1.5601825916581138}","{-1.0242409893850641, 1.636995367030727}"
"{-1.0987197726157747, 1.8180822719364658}","{-1.0947825690630235, 1.7932140298077004}","{-1.1459790895720565, 1.8646439423545325}"
"{-1.0243949716931242, 1.6460542792509651}","{-1.0242409893850641, 1.636995367030727}","{-1.1157052526688305, 1.7275498780067846}"
"{-1.0245518474281097, 1.6753093139139212}","{-1.0246252951992354, 1.7144057226863023}","{-0.9444548921705698, 1.6424372948236534}"
"{-0.693474297562022, 1.3376391172755653}","{-0.7116912132694645, 1.4298991921069564}","{-0.7540191505631533, 1.4623401707891457}"
"{-1.2348605764334457, 1.9897652306752218}","{-1.2489012733121496, 1.963472859896394}","{-1.2042492127706357, 1.8646439423545325}"
"{-0.9403137159963061, 1.6034061157346267}","{-0.9444548921705698, 1.6424372948236534}","{-0.8598094000977538, 1.5873404309496992}"
"{-1.2042492127706357, 1.8646439423545325}","{-1.1951443117871137, 1.831866531894346}","{-1.1157052526688305, 1.7275498780067846}"
"{-1.2348605764334457, 1.9897652306752218}","{-1.2043763146101893, 1.9832705281049026}","{-1.1781369178486316, 2.0240778036713154}"
"{-1.0242409893850641, 1.636995367030727}","{-1.0243949716931242, 1.6460542792509651}","{-0.9313839149169078, 1.5720660123739663}"
"{-0.29818030044997423, 1.6516065939355533}","{-0.24153350739243423, 1.5669700007007046}","{-0.22489923383675445, 1.631790290390621}"
"{-0.6475011715724324, 2.2831684498579135}","{-0.5137897515133316, 2.256767398963512}","{-0.5741725984046975, 2.415150712907984}"
"{-0.9617650558186479, 2.0762149347763974}","{-0.8893736154603854, 2.18437595860525}","{-0.9378053639388443, 2.3450631199080356}"
"{-0.9444548921705698, 1.6424372948236534}","{-0.9403137159963061, 1.6034061157346267}","{-1.0245518474281097, 1.6753093139139212}"
"{-1.0987197726157747, 1.7552685708159965}","{-1.0947825690630235, 1.7932140298077004}","{-1.0246252951992354, 1.7144057226863023}"
"{-0.8309459101003654, 1.5126437375075752}","{-0.8118992917103383, 1.4968305037509448}","{-0.9226955197748076, 1.5601825916581138}"
"{-0.5741725984046975, 2.415150712907984}","{-0.7036288779845958, 2.440712670509067}","{-0.6475011715724324, 2.2831684498579135}"
"{-0.7333597570078083, 1.3577103408775868}","{-0.7540191505631533, 1.4623401707891457}","{-0.8071812832761579, 1.512910802561358}"
"{-1.1951443117871137, 1.831866531894346}","{-1.2042492127706357, 1.8646439423545325}","{-1.2489012733121496, 1.963472859896394}"
"{-0.9226955197748076, 1.5601825916581138}","{-0.9313839149169078, 1.5720660123739663}","{-0.8309459101003654, 1.5126437375075752}"
"{-1.1609976041050623, 1.9128901698168244}","{-1.1744323765440994, 1.9543821363064546}","{-1.1550839905555785, 1.897421352814719}"
"{-1.1157052526688305, 1.7275498780067846}","{-1.1072801433917285, 1.7309139302523608}","{-1.0243949716931242, 1.6460542792509651}"
"{-1.2043763146101893, 1.9832705281049026}","{-1.1744323765440994, 1.9543821363064546}","{-1.1471911646612458, 1.9849829964594923}"
"{-1.0246252951992354, 1.7144057226863023}","{-1.0245518474281097, 1.6753093139139212}","{-1.0987197726157747, 1.7552685708159965}"
"{-0.8598094000977538, 1.5873404309496992}","{-0.8506371769814279, 1.547451685859311}","{-0.9403137159963061, 1.6034061157346267}"
"{-0.9403137159963061, 1.6034061157346267}","{-0.9313839149169078, 1.5720660123739663}","{-1.0243949716931242, 1.6460542792509651}"
"{-1.0243949716931242, 1.6460542792509651}","{-1.0245518474281097, 1.6753093139139212}","{-0.9403137159963061, 1.6034061157346267}"
"{-1.1072801433917285, 1.7309139302523608}","{-1.1157052526688305, 1.7275498780067846}","{-1.1951443117871137, 1.831866531894346}"
"{-0.4056287276844791, 2.18437595860525}","{-0.5137897515133316, 2.256767398963512}","{-0.4647867444461962, 2.1210800543555783}"
"{-1.1550839905555785, 1.897421352814719}","{-1.1459790895720565, 1.8646439423545325}","{-1.1609976041050623, 1.9128901698168244}"
"{-0.8330860371005917, 2.415150712907984}","{-0.7036288779845958, 2.440712670509067}","{-0.7149412899149489, 2.468610055827978}"
"{-0.9378053639388443, 2.3450631199080356}","{-0.8330860371005917, 2.415150712907984}","{-0.842026572580393, 2.4435165102285756}"
"{-0.7149412899149489, 2.468610055827978}","{-0.842026572580393, 2.4435165102285756}","{-0.8330860371005917, 2.415150712907984}"
"{-1.2489012733121496, 1.963472859896394}","{-1.2348605764334457, 1.9897652306752218}","{-1.2099515333834714, 2.040768864377037}"
"{-1.0245518474281097, 1.6753093139139212}","{-1.0243949716931242, 1.6460542792509651}","{-1.1072801433917285, 1.7309139302523608}"
"{-0.9313839149169078, 1.5720660123739663}","{-0.9403137159963061, 1.6034061157346267}","{-0.8506371769814279, 1.547451685859311}"
"{-1.1471911646612458, 1.9849829964594923}","{-1.1781369178486316, 2.0240778036713154}","{-1.2043763146101893, 1.9832705281049026}"
"{-1.1781369178486316, 2.0240778036713154}","{-1.2099515333834714, 2.040768864377037}","{-1.2348605764334457, 1.9897652306752218}"
"{-0.8506371769814279, 1.547451685859311}","{-0.8309459101003654, 1.5126437375075752}","{-0.9313839149169078, 1.5720660123739663}"
"{-1.1072801433917285, 1.7309139302523608}","{-1.0987197726157747, 1.7552685708159965}","{-1.0245518474281097, 1.6753093139139212}"
"{-1.1550839905555785, 1.831866531894346}","{-1.1459790895720565, 1.8646439423545325}","{-1.0947825690630235, 1.7932140298077004}"
"{-0.2892603505162178, 1.7279540528989263}","{-0.22489923383675445, 1.631790290390621}","{-0.22404648791008774, 1.7171385807721486}"
"{-0.24473087395159718, 1.8193963922797398}","{-0.3177072256183375, 1.9284316966701693}","{-0.29431937157192345, 1.8221345363610089}"
"{-1.0947825690630235, 1.7932140298077004}","{-1.0987197726157747, 1.7552685708159965}","{-1.1550839905555785, 1.831866531894346}"
"{-0.4647867444461962, 2.1210800543555783}","{-0.35491339895042684, 2.047543112832871}","{-0.4056287276844791, 2.18437595860525}"
"{-1.1951443117871137, 1.831866531894346}","{-1.1751141511713459, 1.8209407284076173}","{-1.1072801433917285, 1.7309139302523608}"
"{-0.7036288779845958, 2.418724268072048}","{-0.8244551493760132, 2.3948668514278832}","{-0.8359969364765728, 2.429346373862461}"
"{-0.7187935768605973, 2.4715582366555973}","{-0.8424997484222483, 2.4471318339299324}","{-0.842026572580393, 2.4435165102285756}"
"{-0.7837082200226181, 1.3940313147320949}","{-0.8071812832761579, 1.512910802561358}","{-0.8598094000977538, 1.5873404309496992}"
"{-0.842026572580393, 2.4435165102285756}","{-0.9448270869806511, 2.3747114541637733}","{-0.9378053639388443, 2.3450631199080356}"
"{-0.842026572580393, 2.4435165102285756}","{-0.7149412899149489, 2.468610055827978}","{-0.7187935768605973, 2.4715582366555973}"
"{-0.9448270869806511, 2.3747114541637733}","{-0.842026572580393, 2.4435165102285756}","{-0.8424997484222483, 2.4471318339299324}"
"{-1.0987197726157747, 1.7552685708159965}","{-1.1072801433917285, 1.7309139302523608}","{-1.1751141511713459, 1.8209407284076173}"
"{-0.9466710961958602, 1.8018423838374735}","{-0.9198516483103973, 1.937669767337102}","{-0.9617650558186479, 2.0762149347763974}"
"{-1.2489012733121496, 1.963472859896394}","{-1.2348605764334457, 1.9210199816681943}","{-1.1951443117871137, 1.831866531894346}"
