"{0.17687152794358751, 1.0922082607390091}","{0.2204200286141559, 1.038124129252565}","{0.1980599779119168, 1.1201914250067946}"
"{0.15589777327846194, 1.1725550325736191}","{0.0698675917040982, 1.2076040650839122}","{0.08801488821027162, 1.1284093889693319}"
"{0.08801488821027162, 1.1284093889693319}","{0.17687152794358751, 1.0922082607390091}","{0.15589777327846194, 1.1725550325736191}"
"{0.0698675917040982, 1.2076040650839122}","{-0.05277216584884473, 1.2203915166984327}","{-0.03865625161032207, 1.1416165999875354}"
"{-0.03865625161032207, 1.1416165999875354}","{0.08801488821027162, 1.1284093889693319}","{0.0698675917040982, 1.2076040650839122}"
"{0.2111647008261305, 0.97126709917047}","{0.2204200286141559, 1.038124129252565}","{0.23533548052884068, 0.9688489524914223}"
"{0.23533548052884068, 0.9688489524914223}","{0.22593451804470063, 0.9009339197579525}","{0.2111647008261305, 0.97126709917047}"
"{0.2204200286141559, 1.038124129252565}","{0.17687152794358751, 1.0922082607390091}","{0.19109809780500547, 1.023789302086383}"
"{0.19109809780500547, 1.023789302086383}","{0.23533548052884068, 0.9688489524914223}","{0.2204200286141559, 1.038124129252565}"
"{0.17687152794358751, 1.0922082607390091}","{0.08801488821027162, 1.1284093889693319}","{0.10083460338195802, 1.0605632665150115}"
"{0.10083460338195802, 1.0605632665150115}","{0.19109809780500547, 1.023789302086383}","{0.17687152794358751, 1.0922082607390091}"
"{0.08801488821027162, 1.1284093889693319}","{-0.03865625161032207, 1.1416165999875354}","{-0.02784086728680082, 1.0739798944420669}"
"{-0.02784086728680082, 1.0739798944420669}","{0.10083460338195802, 1.0605632665150115}","{0.08801488821027162, 1.1284093889693319}"
"{0.22593451804470063, 0.9009339197579525}","{0.23533548052884068, 0.9688489524914223}","{0.24044149732300005, 0.9097104326835674}"
"{0.24044149732300005, 0.9097104326835674}","{0.23111225289839657, 0.8423130016347679}","{0.22593451804470063, 0.9009339197579525}"
"{0.23533548052884068, 0.9688489524914223}","{0.19109809780500547, 1.023789302086383}","{0.19654122682704098, 0.9642317336963656}"
"{0.19654122682704098, 0.9642317336963656}","{0.24044149732300005, 0.9097104326835674}","{0.23533548052884068, 0.9688489524914223}"
"{0.19109809780500547, 1.023789302086383}","{0.10083460338195802, 1.0605632665150115}","{0.1069662828810756, 1.0007253612949554}"
"{0.1069662828810756, 1.0007253612949554}","{0.19654122682704098, 0.9642317336963656}","{0.19109809780500547, 1.023789302086383}"
"{0.10083460338195802, 1.0605632665150115}","{-0.02784086728680082, 1.0739798944420669}","{-0.020728493044339547, 1.0140397721011296}"
"{-0.020728493044339547, 1.0140397721011296}","{0.1069662828810756, 1.0007253612949554}","{0.10083460338195802, 1.0605632665150115}"
"{0.23111225289839657, 0.8423130016347679}","{0.24044149732300005, 0.9097104326835674}","{0.2338571336291519, 0.8585804927104699}"
"{0.2338571336291519, 0.8585804927104699}","{0.22487322771787405, 0.7936801363525431}","{0.23111225289839657, 0.8423130016347679}"
"{0.24044149732300005, 0.9097104326835674}","{0.19654122682704098, 0.9642317336963656}","{0.1915831714576789, 0.911081984149083}"
"{0.1915831714576789, 0.911081984149083}","{0.2338571336291519, 0.8585804927104699}","{0.24044149732300005, 0.9097104326835674}"
"{0.19654122682704098, 0.9642317336963656}","{0.1069662828810756, 1.0007253612949554}","{0.10532665151197483, 0.9462236757777803}"
"{0.10532665151197483, 0.9462236757777803}","{0.1915831714576789, 0.911081984149083}","{0.19654122682704098, 0.9642317336963656}"
"{0.1069662828810756, 1.0007253612949554}","{-0.020728493044339547, 1.0140397721011296}","{-0.01763711589944114, 0.9590446327059591}"
"{-0.01763711589944114, 0.9590446327059591}","{0.10532665151197483, 0.9462236757777803}","{0.1069662828810756, 1.0007253612949554}"
"{-0.05277216584884473, 1.2203915166984327}","{-0.189045846991796, 1.2076170107558468}","{-0.17940795190792969, 1.1284227601113377}"
"{-0.17940795190792969, 1.1284227601113377}","{-0.03865625161032207, 1.1416165999875354}","{-0.05277216584884473, 1.2203915166984327}"
"{-0.189045846991796, 1.2076170107558468}","{-0.31245519863003474, 1.1725784502222147}","{-0.3068733598323188, 1.092232447983398}"
"{-0.3068733598323188, 1.092232447983398}","{-0.17940795190792969, 1.1284227601113377}","{-0.189045846991796, 1.2076170107558468}"
"{-0.31245519863003474, 1.1725784502222147}","{-0.4104690595325736, 1.1202218514586666}","{-0.40810773987827526, 1.0381555556409896}"
"{-0.40810773987827526, 1.0381555556409896}","{-0.3068733598323188, 1.092232447983398}","{-0.31245519863003474, 1.1725784502222147}"
"{-0.4104690595325736, 1.1202218514586666}","{-0.4705518121521985, 1.0554949897226207}","{-0.4701654932056893, 0.9713011656801716}"
"{-0.4701654932056893, 0.9713011656801716}","{-0.40810773987827526, 1.0381555556409896}","{-0.4104690595325736, 1.1202218514586666}"
"{-0.03865625161032207, 1.1416165999875354}","{-0.17940795190792969, 1.1284227601113377}","{-0.17082016361729874, 1.0605768492533614}"
"{-0.17082016361729874, 1.0605768492533614}","{-0.02784086728680082, 1.0739798944420669}","{-0.03865625161032207, 1.1416165999875354}"
"{-0.17940795190792969, 1.1284227601113377}","{-0.3068733598323188, 1.092232447983398}","{-0.30030336018579007, 1.0238138721592827}"
"{-0.30030336018579007, 1.0238138721592827}","{-0.17082016361729874, 1.0605768492533614}","{-0.17940795190792969, 1.1284227601113377}"
"{-0.3068733598323188, 1.092232447983398}","{-0.40810773987827526, 1.0381555556409896}","{-0.4031397103538368, 0.9688808762509664}"
"{-0.4031397103538368, 0.9688808762509664}","{-0.30030336018579007, 1.0238138721592827}","{-0.3068733598323188, 1.092232447983398}"
"{-0.40810773987827526, 1.0381555556409896}","{-0.4701654932056893, 0.9713011656801716}","{-0.46617979383920055, 0.9009685254735466}"
"{-0.46617979383920055, 0.9009685254735466}","{-0.4031397103538368, 0.9688808762509664}","{-0.40810773987827526, 1.0381555556409896}"
"{-0.02784086728680082, 1.0739798944420669}","{-0.17082016361729874, 1.0605768492533614}","{-0.1626181182456439, 1.0007388405150115}"
"{-0.1626181182456439, 1.0007388405150115}","{-0.020728493044339547, 1.0140397721011296}","{-0.02784086728680082, 1.0739798944420669}"
"{-0.17082016361729874, 1.0605768492533614}","{-0.30030336018579007, 1.0238138721592827}","{-0.2911137830805374, 0.9642561164468609}"
"{-0.2911137830805374, 0.9642561164468609}","{-0.1626181182456439, 1.0007388405150115}","{-0.17082016361729874, 1.0605768492533614}"
"{-0.30030336018579007, 1.0238138721592827}","{-0.4031397103538368, 0.9688808762509664}","{-0.3931664264935831, 0.9097421130797583}"
"{-0.3931664264935831, 0.9097421130797583}","{-0.2911137830805374, 0.9642561164468609}","{-0.30030336018579007, 1.0238138721592827}"
"{-0.4031397103538368, 0.9688808762509664}","{-0.46617979383920055, 0.9009685254735466}","{-0.4557260047435647, 0.8423473435476501}"
"{-0.4557260047435647, 0.8423473435476501}","{-0.3931664264935831, 0.9097421130797583}","{-0.4031397103538368, 0.9688808762509664}"
"{-0.020728493044339547, 1.0140397721011296}","{-0.1626181182456439, 1.0007388405150115}","{-0.15426964813292393, 0.9462366555927625}"
"{-0.15426964813292393, 0.9462366555927625}","{-0.01763711589944114, 0.9590446327059591}","{-0.020728493044339547, 1.0140397721011296}"
"{-0.1626181182456439, 1.0007388405150115}","{-0.2911137830805374, 0.9642561164468609}","{-0.2780050393649405, 0.9111054635596242}"
"{-0.2780050393649405, 0.9111054635596242}","{-0.15426964813292393, 0.9462366555927625}","{-0.1626181182456439, 1.0007388405150115}"
"{-0.2911137830805374, 0.9642561164468609}","{-0.3931664264935831, 0.9097421130797583}","{-0.3762768445171387, 0.8586109994093771}"
"{-0.3762768445171387, 0.8586109994093771}","{-0.2780050393649405, 0.9111054635596242}","{-0.2911137830805374, 0.9642561164468609}"
"{-0.3931664264935831, 0.9097421130797583}","{-0.4557260047435647, 0.8423473435476501}","{-0.4365186185111673, 0.7937132059448545}"
"{-0.4365186185111673, 0.7937132059448545}","{-0.3762768445171387, 0.8586109994093771}","{-0.3931664264935831, 0.9097421130797583}"
"{-0.4705518121521985, 1.0554949897226207}","{-0.4795124086418528, 0.9907655718787681}","{-0.47942049724312896, 0.9044441355818891}"
"{-0.47942049724312896, 0.9044441355818891}","{-0.4701654932056893, 0.9713011656801716}","{-0.4705518121521985, 1.0554949897226207}"
"{-0.4795124086418528, 0.9907655718787681}","{-0.4373493244723005, 0.9384019642679665}","{-0.4358719965725605, 0.8503600040954449}"
"{-0.4358719965725605, 0.8503600040954449}","{-0.47942049724312896, 0.9044441355818891}","{-0.4795124086418528, 0.9907655718787681}"
"{-0.4373493244723005, 0.9384019642679665}","{-0.3513200224340342, 0.9033529318016503}","{-0.34701535683924456, 0.8141588758651223}"
"{-0.34701535683924456, 0.8141588758651223}","{-0.4358719965725605, 0.8503600040954449}","{-0.4373493244723005, 0.9384019642679665}"
"{-0.3513200224340342, 0.9033529318016503}","{-0.22867938534499374, 0.8905654801431533}","{-0.22034421701865106, 0.8009516648469185}"
"{-0.22034421701865106, 0.8009516648469185}","{-0.34701535683924456, 0.8141588758651223}","{-0.3513200224340342, 0.9033529318016503}"
"{-0.4701654932056893, 0.9713011656801716}","{-0.47942049724312896, 0.9044441355818891}","{-0.47558098155363865, 0.833053492751338}"
"{-0.47558098155363865, 0.833053492751338}","{-0.46617979383920055, 0.9009685254735466}","{-0.4701654932056893, 0.9713011656801716}"
"{-0.47942049724312896, 0.9044441355818891}","{-0.4358719965725605, 0.8503600040954449}","{-0.4313437489833355, 0.7781131431638849}"
"{-0.4313437489833355, 0.7781131431638849}","{-0.47558098155363865, 0.833053492751338}","{-0.47942049724312896, 0.9044441355818891}"
"{-0.4358719965725605, 0.8503600040954449}","{-0.34701535683924456, 0.8141588758651223}","{-0.34108025456028795, 0.7413391787352567}"
"{-0.34108025456028795, 0.7413391787352567}","{-0.4313437489833355, 0.7781131431638849}","{-0.4358719965725605, 0.8503600040954449}"
"{-0.34701535683924456, 0.8141588758651223}","{-0.22034421701865106, 0.8009516648469185}","{-0.21240478389152911, 0.7279225508082012}"
"{-0.21240478389152911, 0.7279225508082012}","{-0.34108025456028795, 0.7413391787352567}","{-0.34701535683924456, 0.8141588758651223}"
"{-0.46617979383920055, 0.9009685254735466}","{-0.47558098155363865, 0.833053492751338}","{-0.46505560012737485, 0.7749499125163986}"
"{-0.46505560012737485, 0.7749499125163986}","{-0.4557260047435647, 0.8423473435476501}","{-0.46617979383920055, 0.9009685254735466}"
